CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,TenureGroup,ChargeCategory,AnnualCharges
826,59,Female,5,77.29,Two-Year,DSL,386.45,Yes,Yes,1,New,High,927.48
827,60,Female,1,92.8,Month-to-Month,DSL,92.8,Yes,Yes,1,New,High,1113.6
828,39,Male,12,111.02,Month-to-Month,,1332.24,No,Yes,1,New,High,1332.24
829,40,Female,26,101.3,Two-Year,,2633.8,No,Yes,1,2-4 Years,High,1215.6
830,42,Female,18,90.87,One-Year,,1635.66,No,Yes,1,1-2 Years,High,1090.44
831,31,Female,22,91.17,One-Year,Fiber Optic,2005.74,Yes,No,0,1-2 Years,High,1094.04
832,35,Male,1,115.13,Month-to-Month,Fiber Optic,115.13,Yes,Yes,1,New,High,1381.56
833,34,Female,60,56.62,Month-to-Month,DSL,3397.2,Yes,Yes,1,4+ Years,Medium,679.4399999999999
834,37,Male,36,30.1,Two-Year,DSL,1083.6,No,Yes,1,2-4 Years,Low,361.20000000000005
835,44,Male,32,54.48,One-Year,Fiber Optic,1743.36,Yes,No,0,2-4 Years,Medium,653.76
836,47,Male,34,49.61,One-Year,,1686.74,No,Yes,1,2-4 Years,Medium,595.3199999999999
837,60,Female,53,89.57,Month-to-Month,Fiber Optic,4747.21,Yes,Yes,1,4+ Years,High,1074.84
838,35,Female,15,87.03,Month-to-Month,DSL,1305.45,Yes,Yes,1,1-2 Years,High,1044.3600000000001
839,54,Female,4,83.41,Two-Year,DSL,333.64,Yes,Yes,1,New,High,1000.92
840,42,Female,19,31.46,Month-to-Month,DSL,597.74,No,Yes,1,1-2 Years,Low,377.52
841,44,Male,27,95.59,One-Year,Fiber Optic,2580.93,No,Yes,1,2-4 Years,High,1147.08
842,51,Female,26,59.12,Month-to-Month,,1537.12,No,Yes,1,2-4 Years,Medium,709.4399999999999
843,33,Male,14,89.86,One-Year,Fiber Optic,1258.04,Yes,No,0,1-2 Years,High,1078.32
844,48,Female,1,80.09,Two-Year,,80.09,No,Yes,1,New,High,961.08
845,46,Female,9,60.85,One-Year,Fiber Optic,547.65,No,Yes,1,New,Medium,730.2
846,49,Female,50,42.11,Month-to-Month,Fiber Optic,2105.5,Yes,Yes,1,4+ Years,Medium,505.32
847,47,Female,17,38.5,One-Year,DSL,654.5,No,Yes,1,1-2 Years,Medium,462.0
848,69,Male,15,104.84,One-Year,,1572.6,No,Yes,1,1-2 Years,High,1258.08
849,38,Male,6,112.66,Month-to-Month,,675.96,No,Yes,1,New,High,1351.92
850,39,Female,9,88.48,Two-Year,DSL,796.32,No,Yes,1,New,High,1061.76
851,38,Male,45,39.31,One-Year,Fiber Optic,1768.95,No,Yes,1,2-4 Years,Medium,471.72
852,39,Male,21,66.18,Two-Year,Fiber Optic,1389.78,Yes,No,0,1-2 Years,Medium,794.1600000000001
853,38,Female,30,95.6,One-Year,Fiber Optic,2868.0,Yes,No,0,2-4 Years,High,1147.1999999999998
854,56,Female,12,100.18,Month-to-Month,,1202.16,No,Yes,1,New,High,1202.16
855,59,Male,19,40.64,Month-to-Month,Fiber Optic,772.16,No,Yes,1,1-2 Years,Medium,487.68
856,39,Male,5,30.0,Month-to-Month,Fiber Optic,150.0,Yes,Yes,1,New,Low,360.0
857,36,Female,24,94.09,Two-Year,DSL,2258.16,No,Yes,1,1-2 Years,High,1129.08
858,49,Female,11,62.09,One-Year,DSL,682.99,No,Yes,1,New,Medium,745.08
859,39,Male,11,52.9,One-Year,DSL,581.9,Yes,Yes,1,New,Medium,634.8
860,51,Male,20,31.16,Month-to-Month,DSL,623.2,No,Yes,1,1-2 Years,Low,373.92
861,47,Male,55,78.63,Month-to-Month,,4324.65,No,Yes,1,4+ Years,High,943.56
862,29,Male,1,106.6,One-Year,,106.6,No,Yes,1,New,High,1279.1999999999998
863,60,Male,34,116.19,Month-to-Month,DSL,3950.46,Yes,Yes,1,2-4 Years,High,1394.28
864,62,Female,6,80.92,Month-to-Month,,485.52,No,Yes,1,New,High,971.04
865,38,Female,11,76.3,One-Year,DSL,839.3,No,Yes,1,New,High,915.5999999999999
866,41,Female,0,37.66,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,,Medium,451.91999999999996
867,47,Male,7,79.4,Month-to-Month,DSL,555.8,Yes,Yes,1,New,High,952.8000000000001
868,48,Female,13,64.2,Month-to-Month,Fiber Optic,834.6,Yes,Yes,1,1-2 Years,Medium,770.4000000000001
869,51,Male,1,84.64,Month-to-Month,DSL,84.64,No,Yes,1,New,High,1015.6800000000001
870,65,Female,13,64.99,Two-Year,Fiber Optic,844.87,Yes,No,0,1-2 Years,Medium,779.8799999999999
871,43,Female,52,51.63,Month-to-Month,Fiber Optic,2684.76,No,Yes,1,4+ Years,Medium,619.5600000000001
872,37,Male,2,38.55,Month-to-Month,,77.1,No,Yes,1,New,Medium,462.59999999999997
873,31,Female,28,58.34,Month-to-Month,DSL,1633.52,Yes,Yes,1,2-4 Years,Medium,700.08
874,37,Male,10,38.7,One-Year,DSL,387.0,Yes,Yes,1,New,Medium,464.40000000000003
875,44,Female,21,45.92,Month-to-Month,DSL,964.32,Yes,Yes,1,1-2 Years,Medium,551.04
876,62,Male,6,118.86,One-Year,Fiber Optic,713.16,No,Yes,1,New,High,1426.32
877,39,Male,3,69.97,Month-to-Month,DSL,209.91,Yes,Yes,1,New,Medium,839.64
878,47,Female,3,77.87,Month-to-Month,,233.61,No,Yes,1,New,High,934.44
879,44,Male,1,108.63,Month-to-Month,Fiber Optic,108.63,Yes,Yes,1,New,High,1303.56
880,56,Female,4,119.6,Two-Year,Fiber Optic,478.4,Yes,Yes,1,New,High,1435.1999999999998
881,70,Male,21,82.44,Two-Year,Fiber Optic,1731.24,No,Yes,1,1-2 Years,High,989.28
882,39,Female,42,103.12,Month-to-Month,DSL,4331.04,No,Yes,1,2-4 Years,High,1237.44
883,40,Female,33,59.42,One-Year,DSL,1960.86,Yes,No,0,2-4 Years,Medium,713.04
884,55,Female,23,57.52,Two-Year,Fiber Optic,1322.96,Yes,No,0,1-2 Years,Medium,690.24
885,51,Male,2,66.24,Month-to-Month,Fiber Optic,132.48,Yes,Yes,1,New,Medium,794.8799999999999
886,63,Male,6,90.53,Two-Year,DSL,543.18,Yes,Yes,1,New,High,1086.3600000000001
887,50,Male,7,91.4,Month-to-Month,DSL,639.8,No,Yes,1,New,High,1096.8000000000002
888,41,Male,5,58.37,Two-Year,,291.85,No,Yes,1,New,Medium,700.4399999999999
889,50,Female,14,41.99,One-Year,DSL,587.86,Yes,No,0,1-2 Years,Medium,503.88
890,56,Female,15,86.92,Two-Year,,1303.8,No,Yes,1,1-2 Years,High,1043.04
891,53,Female,8,41.55,One-Year,,332.4,No,Yes,1,New,Medium,498.59999999999997
892,50,Female,8,82.06,Month-to-Month,DSL,656.48,Yes,Yes,1,New,High,984.72
893,55,Female,35,92.41,Two-Year,DSL,3234.35,Yes,No,0,2-4 Years,High,1108.92
894,56,Female,31,93.06,Month-to-Month,DSL,2884.86,Yes,Yes,1,2-4 Years,High,1116.72
895,58,Male,7,97.81,Month-to-Month,Fiber Optic,684.67,Yes,Yes,1,New,High,1173.72
896,51,Female,49,108.56,One-Year,Fiber Optic,5319.44,Yes,Yes,1,4+ Years,High,1302.72
897,43,Female,61,75.0,One-Year,,4575.0,No,Yes,1,4+ Years,High,900.0
898,46,Female,7,95.72,Two-Year,,670.04,No,Yes,1,New,High,1148.6399999999999
899,57,Male,8,85.73,Month-to-Month,Fiber Optic,685.84,No,Yes,1,New,High,1028.76
900,36,Male,14,46.8,One-Year,DSL,655.2,Yes,No,0,1-2 Years,Medium,561.5999999999999
901,48,Male,56,32.31,One-Year,DSL,1809.36,Yes,No,0,4+ Years,Low,387.72
902,41,Female,41,55.61,Month-to-Month,,2280.01,No,Yes,1,2-4 Years,Medium,667.3199999999999
903,45,Female,2,69.87,Month-to-Month,DSL,139.74,No,Yes,1,New,Medium,838.44
904,57,Male,9,85.54,Month-to-Month,DSL,769.86,No,Yes,1,New,High,1026.48
905,46,Female,16,106.5,Month-to-Month,,1704.0,No,Yes,1,1-2 Years,High,1278.0
906,45,Male,13,47.66,Two-Year,Fiber Optic,619.58,Yes,No,0,1-2 Years,Medium,571.92
907,31,Male,4,41.3,One-Year,,165.2,No,Yes,1,New,Medium,495.59999999999997
908,52,Male,39,116.71,One-Year,Fiber Optic,4551.69,Yes,Yes,1,2-4 Years,High,1400.52
909,51,Female,22,39.72,Two-Year,DSL,873.84,No,Yes,1,1-2 Years,Medium,476.64
910,66,Female,36,73.06,Month-to-Month,,2630.16,No,Yes,1,2-4 Years,High,876.72
911,41,Male,39,82.7,Two-Year,DSL,3225.3,Yes,No,0,2-4 Years,High,992.4000000000001
912,47,Female,27,78.72,Month-to-Month,Fiber Optic,2125.44,Yes,Yes,1,2-4 Years,High,944.64
913,47,Male,11,37.74,Two-Year,Fiber Optic,415.14,Yes,Yes,1,New,Medium,452.88
914,60,Female,18,35.13,Month-to-Month,DSL,632.34,No,Yes,1,1-2 Years,Medium,421.56000000000006
915,44,Female,3,39.49,Two-Year,Fiber Optic,118.47,Yes,Yes,1,New,Medium,473.88
916,47,Female,22,82.7,Month-to-Month,DSL,1819.4,Yes,Yes,1,1-2 Years,High,992.4000000000001
917,51,Male,3,78.99,Month-to-Month,Fiber Optic,236.97,Yes,Yes,1,New,High,947.8799999999999
918,46,Female,23,51.04,One-Year,Fiber Optic,1173.92,Yes,No,0,1-2 Years,Medium,612.48
919,40,Female,5,87.4,Month-to-Month,,437.0,No,Yes,1,New,High,1048.8000000000002
920,46,Male,2,103.81,One-Year,,207.62,No,Yes,1,New,High,1245.72
921,55,Female,3,33.74,Month-to-Month,DSL,101.22,Yes,Yes,1,New,Low,404.88
922,34,Male,0,74.83,One-Year,Fiber Optic,0.0,No,Yes,1,,High,897.96
923,46,Female,25,92.04,Month-to-Month,Fiber Optic,2301.0,No,Yes,1,2-4 Years,High,1104.48
924,37,Male,26,52.71,Month-to-Month,DSL,1370.46,No,Yes,1,2-4 Years,Medium,632.52
925,56,Female,14,57.7,Month-to-Month,,807.8,No,Yes,1,1-2 Years,Medium,692.4000000000001
926,29,Female,3,85.23,Month-to-Month,,255.69,No,Yes,1,New,High,1022.76
927,39,Male,1,110.81,Month-to-Month,DSL,110.81,Yes,Yes,1,New,High,1329.72
928,48,Male,0,102.89,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,,High,1234.68
929,60,Male,3,82.48,Month-to-Month,DSL,247.44,No,Yes,1,New,High,989.76
930,44,Male,44,95.72,Month-to-Month,Fiber Optic,4211.68,No,Yes,1,2-4 Years,High,1148.6399999999999
931,39,Male,5,62.83,One-Year,DSL,314.15,No,Yes,1,New,Medium,753.96
932,63,Female,8,87.69,Two-Year,,701.52,No,Yes,1,New,High,1052.28
933,30,Male,2,71.96,Month-to-Month,,143.92,No,Yes,1,New,High,863.52
934,23,Male,5,47.09,One-Year,Fiber Optic,235.45,Yes,Yes,1,New,Medium,565.08
935,49,Female,14,93.16,One-Year,Fiber Optic,1304.24,Yes,No,0,1-2 Years,High,1117.92
936,39,Male,18,80.08,Month-to-Month,,1441.44,No,Yes,1,1-2 Years,High,960.96
937,34,Female,5,62.28,One-Year,Fiber Optic,311.4,Yes,Yes,1,New,Medium,747.36
938,52,Female,1,112.02,Month-to-Month,DSL,112.02,Yes,Yes,1,New,High,1344.24
939,47,Female,9,31.88,One-Year,Fiber Optic,286.92,Yes,Yes,1,New,Low,382.56
940,39,Female,5,58.42,Month-to-Month,,292.1,No,Yes,1,New,Medium,701.04
941,32,Female,4,35.12,One-Year,Fiber Optic,140.48,Yes,Yes,1,New,Medium,421.43999999999994
942,53,Male,64,98.99,One-Year,Fiber Optic,6335.36,No,Yes,1,4+ Years,High,1187.8799999999999
943,51,Male,19,93.19,Month-to-Month,,1770.61,No,Yes,1,1-2 Years,High,1118.28
944,44,Male,16,59.82,Month-to-Month,,957.12,No,Yes,1,1-2 Years,Medium,717.84
945,63,Female,10,90.81,Two-Year,,908.1,No,Yes,1,New,High,1089.72
946,34,Male,11,65.63,Month-to-Month,DSL,721.93,No,Yes,1,New,Medium,787.56
947,29,Female,15,98.06,One-Year,Fiber Optic,1470.9,Yes,No,0,1-2 Years,High,1176.72
948,38,Female,23,70.88,Two-Year,,1630.24,No,Yes,1,1-2 Years,High,850.56
949,44,Female,24,67.11,One-Year,,1610.64,No,Yes,1,1-2 Years,Medium,805.3199999999999
950,47,Female,3,114.13,One-Year,Fiber Optic,342.39,Yes,Yes,1,New,High,1369.56
951,42,Male,13,52.58,One-Year,DSL,683.54,Yes,No,0,1-2 Years,Medium,630.96
952,48,Female,10,40.84,Two-Year,,408.4,No,Yes,1,New,Medium,490.08000000000004
953,32,Female,40,82.61,Month-to-Month,,3304.4,No,Yes,1,2-4 Years,High,991.3199999999999
954,59,Male,19,117.24,Month-to-Month,DSL,2227.56,No,Yes,1,1-2 Years,High,1406.8799999999999
955,44,Male,15,64.01,Month-to-Month,Fiber Optic,960.15,No,Yes,1,1-2 Years,Medium,768.1200000000001
956,56,Female,2,35.58,Two-Year,DSL,71.16,No,Yes,1,New,Medium,426.96
957,48,Female,18,60.54,One-Year,Fiber Optic,1089.72,Yes,No,0,1-2 Years,Medium,726.48
958,49,Female,2,75.53,Month-to-Month,DSL,151.06,No,Yes,1,New,High,906.36
959,50,Female,8,44.57,Two-Year,Fiber Optic,356.56,Yes,Yes,1,New,Medium,534.84
960,49,Female,3,89.23,Month-to-Month,Fiber Optic,267.69,Yes,Yes,1,New,High,1070.76
961,51,Female,23,119.8,Month-to-Month,Fiber Optic,2755.4,Yes,Yes,1,1-2 Years,High,1437.6
962,58,Male,4,70.66,One-Year,Fiber Optic,282.64,Yes,Yes,1,New,High,847.92
963,46,Male,9,61.93,Month-to-Month,,557.37,No,Yes,1,New,Medium,743.16
964,52,Male,45,66.06,Two-Year,DSL,2972.7,Yes,No,0,2-4 Years,Medium,792.72
965,44,Female,4,40.36,Month-to-Month,DSL,161.44,Yes,Yes,1,New,Medium,484.32
966,59,Female,14,109.49,Two-Year,,1532.86,No,Yes,1,1-2 Years,High,1313.8799999999999
967,38,Female,10,67.33,One-Year,DSL,673.3,Yes,Yes,1,New,Medium,807.96
968,63,Male,0,64.85,Month-to-Month,,0.0,No,Yes,1,,Medium,778.1999999999999
969,44,Female,31,89.37,Two-Year,,2770.47,No,Yes,1,2-4 Years,High,1072.44
970,30,Female,1,69.78,One-Year,Fiber Optic,69.78,Yes,Yes,1,New,Medium,837.36
971,46,Female,12,88.34,Month-to-Month,,1060.08,No,Yes,1,New,High,1060.08
972,38,Female,16,35.53,Month-to-Month,DSL,568.48,Yes,Yes,1,1-2 Years,Medium,426.36
973,53,Male,19,103.24,Two-Year,Fiber Optic,1961.56,Yes,Yes,1,1-2 Years,High,1238.8799999999999
974,38,Female,23,114.65,Month-to-Month,Fiber Optic,2636.95,Yes,Yes,1,1-2 Years,High,1375.8000000000002
975,40,Male,5,88.39,Month-to-Month,Fiber Optic,441.95,Yes,Yes,1,New,High,1060.68
976,26,Male,0,115.91,Month-to-Month,,0.0,No,Yes,1,,High,1390.92
977,40,Female,25,43.63,Month-to-Month,DSL,1090.75,Yes,Yes,1,2-4 Years,Medium,523.5600000000001
978,20,Female,15,72.97,One-Year,Fiber Optic,1094.55,Yes,No,0,1-2 Years,High,875.64
979,29,Female,36,84.16,Month-to-Month,Fiber Optic,3029.76,Yes,Yes,1,2-4 Years,High,1009.92
980,52,Female,34,82.36,Month-to-Month,Fiber Optic,2800.24,No,Yes,1,2-4 Years,High,988.3199999999999
981,52,Female,37,66.13,Month-to-Month,DSL,2446.81,Yes,Yes,1,2-4 Years,Medium,793.56
982,49,Female,13,60.43,Month-to-Month,Fiber Optic,785.59,Yes,Yes,1,1-2 Years,Medium,725.16
983,35,Female,8,41.41,Two-Year,,331.28,No,Yes,1,New,Medium,496.91999999999996
984,44,Male,31,65.26,Month-to-Month,DSL,2023.06,Yes,Yes,1,2-4 Years,Medium,783.1200000000001
985,44,Male,12,44.64,Two-Year,,535.68,No,Yes,1,New,Medium,535.6800000000001
986,33,Male,4,96.09,Month-to-Month,Fiber Optic,384.36,Yes,Yes,1,New,High,1153.08
987,60,Male,38,48.79,Month-to-Month,,1854.02,No,Yes,1,2-4 Years,Medium,585.48
988,53,Male,42,35.27,Two-Year,,1481.34,No,Yes,1,2-4 Years,Medium,423.24
989,42,Male,12,79.71,Month-to-Month,DSL,956.52,Yes,Yes,1,New,High,956.52
990,45,Male,1,83.57,One-Year,Fiber Optic,83.57,Yes,Yes,1,New,High,1002.8399999999999
991,47,Female,9,108.47,Two-Year,,976.23,No,Yes,1,New,High,1301.6399999999999
992,24,Male,32,81.93,Month-to-Month,Fiber Optic,2621.76,Yes,Yes,1,2-4 Years,High,983.1600000000001
993,42,Female,46,61.09,Month-to-Month,,2810.14,No,Yes,1,2-4 Years,Medium,733.08
994,38,Male,4,102.27,One-Year,Fiber Optic,409.08,No,Yes,1,New,High,1227.24
995,34,Female,1,78.63,Month-to-Month,DSL,78.63,No,Yes,1,New,High,943.56
996,42,Male,41,37.14,Month-to-Month,Fiber Optic,1522.74,Yes,Yes,1,2-4 Years,Medium,445.68
997,62,Male,9,80.93,Month-to-Month,,728.37,No,Yes,1,New,High,971.1600000000001
998,51,Female,15,111.72,Month-to-Month,Fiber Optic,1675.8,Yes,Yes,1,1-2 Years,High,1340.6399999999999
999,39,Male,68,65.67,One-Year,,4465.56,No,Yes,1,4+ Years,Medium,788.04
1000,50,Male,1,56.67,Month-to-Month,,56.67,No,Yes,1,New,Medium,680.04
